review_id,booking_id,customer_id,flight_id,review_date,rating,review_text,sentiment_score,sentiment_label,cabin
REV000070,BKG003944,CUST0122,FLT00166,2024-12-25,3,"Acceptable experience, nothing stood out positively or negatively.",-0.3,negative,Premium Economy
REV000071,BKG007556,CUST0158,FLT00318,2025-01-19,3,"Excellent flight, very professional and attentive crew.",0.51,positive,Economy
REV000072,BKG003074,CUST0026,FLT00129,2024-12-17,3,"Slow check-in process, staff seemed disorganized at the gate.",-0.3,negative,Economy
REV000073,BKG001022,CUST0015,FLT00043,2024-12-14,5,"Broken seat, faulty tray table, indifferent cabin crew.",-0.4,negative,Economy
REV000074,BKG010806,CUST0291,FLT00451,2025-01-14,3,Great value for money on this West African route.,0.4,positive,Economy
REV000075,BKG003844,CUST0181,FLT00162,2024-12-21,5,The new A330 fleet is really comfortable for the Paris route.,0.2682,positive,Economy
REV000076,BKG007990,CUST0246,FLT00335,2025-01-09,4,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000077,BKG009693,CUST0004,FLT00405,2024-12-17,4,"Excellent flight, very professional and attentive crew.",0.51,positive,Economy
REV000078,BKG006874,CUST0053,FLT00288,2024-12-24,2,Narrow seat in economy on the long haul flight.,-0.125,neutral,Economy
REV000079,BKG005676,CUST0289,FLT00239,2025-01-07,3,Flight was fine but the wifi was not working.,0.4167,positive,Economy
REV000080,BKG000162,CUST0089,FLT00007,2024-12-25,1,Air conditioning was broken for the entire flight. Unacceptable.,-0.2,negative,Economy
REV000081,BKG004298,CUST0293,FLT00180,2024-11-23,3,"Slow check-in process, staff seemed disorganized at the gate.",-0.3,negative,Business
REV000082,BKG010174,CUST0040,FLT00424,2024-12-15,3,45 minute delay at departure but courteous staff.,0.6,positive,Premium Economy
REV000083,BKG000996,CUST0147,FLT00042,2024-11-07,1,Staff was rude when I requested an upgrade at the gate.,-0.3,negative,Economy
REV000084,BKG007630,CUST0018,FLT00321,2024-12-14,2,"Outstanding service on board, quality meal on the long haul flight.",0.225,positive,Economy
REV000085,BKG009468,CUST0187,FLT00396,2025-01-10,2,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000086,BKG001017,CUST0141,FLT00043,2024-12-17,4,"Friendly staff, fast boarding, smooth experience overall.",0.2437,positive,Economy
REV000087,BKG007870,CUST0174,FLT00330,2024-12-23,2,Air conditioning was broken for the entire flight. Unacceptable.,-0.2,negative,Economy
REV000088,BKG006440,CUST0169,FLT00271,2025-01-02,5,"Acceptable experience, nothing stood out positively or negatively.",-0.3,negative,Economy
REV000089,BKG007893,CUST0256,FLT00331,2024-12-06,1,"Friendly staff, fast boarding, smooth experience overall.",0.2437,positive,Economy
REV000090,BKG006864,CUST0134,FLT00288,2024-11-29,4,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Business
REV000091,BKG007917,CUST0165,FLT00332,2024-12-22,5,"Friendly staff, fast boarding, smooth experience overall.",0.2437,positive,Economy
REV000092,BKG008530,CUST0012,FLT00357,2025-01-20,2,Flight was fine but the wifi was not working.,0.4167,positive,Economy
REV000093,BKG000879,CUST0098,FLT00037,2024-11-30,3,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Economy
REV000094,BKG009269,CUST0285,FLT00388,2024-11-28,3,"Impeccable service, very comfortable business class seat.",0.635,positive,Business
REV000095,BKG004888,CUST0050,FLT00207,2024-12-22,5,"Friendly staff, fast boarding, smooth experience overall.",0.2437,positive,Economy
REV000096,BKG004860,CUST0005,FLT00206,2024-11-29,2,45 minute delay at departure but courteous staff.,0.6,positive,Economy
REV000097,BKG006332,CUST0201,FLT00267,2024-12-24,4,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Premium Economy
REV000098,BKG008572,CUST0279,FLT00358,2025-01-07,5,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000099,BKG008685,CUST0192,FLT00363,2024-12-19,5,"Excellent flight, very professional and attentive crew.",0.51,positive,Premium Economy
REV000100,BKG007209,CUST0012,FLT00303,2024-11-30,1,Air conditioning was broken for the entire flight. Unacceptable.,-0.2,negative,Economy
REV000101,BKG005277,CUST0075,FLT00223,2024-12-20,2,"Last minute cancellation, refund still pending after two weeks.",0.0,neutral,Premium Economy
REV000102,BKG002063,CUST0041,FLT00087,2024-12-25,3,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Economy
REV000103,BKG000065,CUST0104,FLT00003,2024-12-27,2,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000104,BKG008007,CUST0015,FLT00336,2024-11-24,2,Three hour delay with no explanation. Customer service was nonexistent.,0.0,neutral,Economy
REV000105,BKG002569,CUST0088,FLT00108,2024-12-06,1,Three hour delay with no explanation. Customer service was nonexistent.,0.0,neutral,Economy
REV000106,BKG005464,CUST0118,FLT00230,2024-12-05,4,Three hour delay with no explanation. Customer service was nonexistent.,0.0,neutral,Economy
REV000107,BKG002028,CUST0031,FLT00086,2025-01-05,5,Narrow seat in economy on the long haul flight.,-0.125,neutral,Economy
REV000108,BKG002696,CUST0052,FLT00114,2024-11-16,5,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000109,BKG009688,CUST0041,FLT00405,2024-12-10,5,"Smooth flight, great legroom, will definitely fly again.",0.6667,positive,Economy
REV000110,BKG005259,CUST0101,FLT00222,2024-11-27,3,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Economy
REV000111,BKG005619,CUST0174,FLT00236,2024-11-22,2,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Business
REV000112,BKG006737,CUST0245,FLT00283,2025-01-03,2,The new A330 fleet is really comfortable for the Paris route.,0.2682,positive,Economy
REV000113,BKG000392,CUST0154,FLT00016,2024-12-17,4,"Friendly staff, fast boarding, smooth experience overall.",0.2437,positive,Economy
REV000114,BKG005893,CUST0099,FLT00247,2025-01-01,5,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Economy
REV000115,BKG003562,CUST0060,FLT00150,2025-01-06,5,The new A330 fleet is really comfortable for the Paris route.,0.2682,positive,Economy
REV000116,BKG010471,CUST0112,FLT00437,2024-12-21,5,Air conditioning was broken for the entire flight. Unacceptable.,-0.2,negative,Premium Economy
REV000117,BKG006185,CUST0201,FLT00261,2025-01-15,1,"Broken seat, faulty tray table, indifferent cabin crew.",-0.4,negative,Economy
REV000118,BKG003100,CUST0121,FLT00130,2024-11-28,4,Air conditioning was broken for the entire flight. Unacceptable.,-0.2,negative,Economy
REV000119,BKG006279,CUST0152,FLT00265,2024-11-25,1,Flight was fine but the wifi was not working.,0.4167,positive,Economy
REV000120,BKG008393,CUST0012,FLT00351,2024-12-15,3,Average food for an international flight. Needs improvement.,-0.075,neutral,Economy
REV000121,BKG003105,CUST0207,FLT00131,2024-12-30,3,"Slow check-in process, staff seemed disorganized at the gate.",-0.3,negative,Economy
REV000122,BKG007216,CUST0128,FLT00303,2024-12-20,3,"Acceptable experience, nothing stood out positively or negatively.",-0.3,negative,Economy
REV000123,BKG002455,CUST0060,FLT00104,2024-12-02,1,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000124,BKG008997,CUST0251,FLT00377,2025-01-22,2,45 minute delay at departure but courteous staff.,0.6,positive,Economy
REV000125,BKG002732,CUST0180,FLT00116,2024-12-21,5,"Smooth flight, great legroom, will definitely fly again.",0.6667,positive,Business
REV000126,BKG010966,CUST0111,FLT00460,2024-12-06,2,Flight was fine but the wifi was not working.,0.4167,positive,Business
REV000127,BKG008155,CUST0147,FLT00342,2025-01-04,2,"Friendly staff, fast boarding, smooth experience overall.",0.2437,positive,Premium Economy
REV000128,BKG009763,CUST0083,FLT00408,2024-12-19,1,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000129,BKG005057,CUST0144,FLT00214,2025-01-02,4,Great value for money on this West African route.,0.4,positive,Economy
REV000130,BKG008111,CUST0274,FLT00340,2024-12-16,3,Narrow seat in economy on the long haul flight.,-0.125,neutral,Economy
REV000131,BKG010883,CUST0185,FLT00455,2024-11-30,4,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000132,BKG003841,CUST0019,FLT00162,2024-12-11,1,"Broken seat, faulty tray table, indifferent cabin crew.",-0.4,negative,Economy
REV000133,BKG001029,CUST0209,FLT00044,2024-12-16,5,Narrow seat in economy on the long haul flight.,-0.125,neutral,Economy
REV000134,BKG007386,CUST0149,FLT00311,2025-01-14,5,Great value for money on this West African route.,0.4,positive,Economy
REV000135,BKG000503,CUST0074,FLT00021,2024-12-14,5,Average food for an international flight. Needs improvement.,-0.075,neutral,Economy
REV000136,BKG006911,CUST0185,FLT00290,2024-11-29,4,"Smooth flight, great legroom, will definitely fly again.",0.6667,positive,Economy
REV000137,BKG009063,CUST0192,FLT00380,2024-12-12,2,Very disappointed with the service on this strategic route.,-0.975,negative,Premium Economy
REV000138,BKG006939,CUST0046,FLT00291,2024-12-20,1,"Acceptable experience, nothing stood out positively or negatively.",-0.3,negative,Economy
REV000139,BKG004489,CUST0215,FLT00190,2024-11-18,1,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Business
REV000140,BKG000207,CUST0057,FLT00009,2024-11-26,2,"Excellent flight, very professional and attentive crew.",0.51,positive,Economy
REV000141,BKG005135,CUST0091,FLT00217,2024-12-13,4,"Slow check-in process, staff seemed disorganized at the gate.",-0.3,negative,Economy
REV000142,BKG005978,CUST0172,FLT00252,2024-12-08,4,Average food for an international flight. Needs improvement.,-0.075,neutral,Economy
REV000143,BKG007722,CUST0193,FLT00324,2024-12-16,1,Flight was overbooked and handling was chaotic and unprofessional.,0.0,neutral,Business
REV000144,BKG007036,CUST0150,FLT00295,2024-11-28,4,"Slow check-in process, staff seemed disorganized at the gate.",-0.3,negative,Economy
REV000145,BKG001485,CUST0228,FLT00062,2024-11-16,1,45 minute delay at departure but courteous staff.,0.6,positive,Business
REV000146,BKG007859,CUST0171,FLT00330,2024-12-15,3,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000147,BKG000864,CUST0264,FLT00036,2024-12-24,3,"Excellent flight, very professional and attentive crew.",0.51,positive,Business
REV000148,BKG002791,CUST0199,FLT00118,2024-12-19,4,Average food for an international flight. Needs improvement.,-0.075,neutral,Economy
REV000149,BKG007409,CUST0084,FLT00312,2024-11-23,3,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Economy
REV000150,BKG008756,CUST0201,FLT00366,2024-12-09,2,"Impeccable service, very comfortable business class seat.",0.635,positive,Business
REV000151,BKG005117,CUST0055,FLT00216,2024-12-02,3,Staff was rude when I requested an upgrade at the gate.,-0.3,negative,Business
REV000152,BKG006020,CUST0299,FLT00253,2024-12-12,1,Staff was rude when I requested an upgrade at the gate.,-0.3,negative,Economy
REV000153,BKG001758,CUST0054,FLT00074,2024-11-14,4,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000154,BKG007575,CUST0085,FLT00318,2025-01-12,3,"Slow check-in process, staff seemed disorganized at the gate.",-0.3,negative,Economy
REV000155,BKG006375,CUST0016,FLT00268,2025-01-03,4,Great value for money on this West African route.,0.4,positive,Business
REV000156,BKG006893,CUST0273,FLT00289,2025-01-15,2,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Business
REV000157,BKG001679,CUST0152,FLT00070,2025-01-01,2,"Friendly staff, fast boarding, smooth experience overall.",0.2437,positive,Economy
REV000158,BKG003243,CUST0266,FLT00136,2024-11-19,5,45 minute delay at departure but courteous staff.,0.6,positive,Economy
REV000159,BKG004637,CUST0263,FLT00197,2024-11-30,2,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Premium Economy
REV000160,BKG001060,CUST0083,FLT00045,2024-12-05,2,"Last minute cancellation, refund still pending after two weeks.",0.0,neutral,Economy
REV000161,BKG006669,CUST0057,FLT00280,2024-12-27,4,The new A330 fleet is really comfortable for the Paris route.,0.2682,positive,Economy
REV000162,BKG009915,CUST0300,FLT00414,2025-01-15,4,Flight was overbooked and handling was chaotic and unprofessional.,0.0,neutral,Economy
REV000163,BKG003158,CUST0153,FLT00133,2024-11-20,2,"Impeccable service, very comfortable business class seat.",0.635,positive,Economy
REV000164,BKG005916,CUST0165,FLT00249,2024-12-27,4,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000165,BKG010818,CUST0235,FLT00451,2025-01-20,4,Average food for an international flight. Needs improvement.,-0.075,neutral,Economy
REV000166,BKG010922,CUST0061,FLT00456,2024-12-17,5,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000167,BKG009790,CUST0226,FLT00409,2025-01-01,5,"Last minute cancellation, refund still pending after two weeks.",0.0,neutral,Premium Economy
REV000168,BKG011253,CUST0064,FLT00472,2024-12-05,2,"Broken seat, faulty tray table, indifferent cabin crew.",-0.4,negative,Economy
REV000169,BKG002694,CUST0002,FLT00114,2024-11-25,4,"Outstanding service on board, quality meal on the long haul flight.",0.225,positive,Economy
REV000170,BKG003628,CUST0270,FLT00153,2024-12-27,1,"Last minute cancellation, refund still pending after two weeks.",0.0,neutral,Premium Economy
REV000171,BKG009556,CUST0038,FLT00400,2025-01-18,2,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000172,BKG010174,CUST0040,FLT00424,2024-12-15,3,Flight was fine but the wifi was not working.,0.4167,positive,Premium Economy
REV000173,BKG005451,CUST0280,FLT00230,2024-12-27,1,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000174,BKG001664,CUST0075,FLT00069,2024-11-19,1,Very disappointed with the service on this strategic route.,-0.975,negative,Economy
REV000175,BKG009722,CUST0238,FLT00406,2024-12-25,1,Great value for money on this West African route.,0.4,positive,Economy
REV000176,BKG010231,CUST0268,FLT00427,2025-01-10,4,The new A330 fleet is really comfortable for the Paris route.,0.2682,positive,Economy
REV000177,BKG005593,CUST0062,FLT00235,2025-01-11,3,Flight was fine but the wifi was not working.,0.4167,positive,Business
REV000178,BKG010430,CUST0117,FLT00436,2025-01-20,1,"Last minute cancellation, refund still pending after two weeks.",0.0,neutral,Economy
REV000179,BKG007393,CUST0245,FLT00311,2024-12-19,5,Flight was overbooked and handling was chaotic and unprofessional.,0.0,neutral,Economy
REV000180,BKG001307,CUST0234,FLT00055,2024-11-29,1,Staff was rude when I requested an upgrade at the gate.,-0.3,negative,Economy
REV000181,BKG006777,CUST0007,FLT00285,2024-11-27,2,Flight was overbooked and handling was chaotic and unprofessional.,0.0,neutral,Business
REV000182,BKG010868,CUST0140,FLT00454,2024-12-08,3,Flight was overbooked and handling was chaotic and unprofessional.,0.0,neutral,Business
REV000183,BKG005865,CUST0195,FLT00246,2024-12-01,4,"Slow check-in process, staff seemed disorganized at the gate.",-0.3,negative,Economy
REV000184,BKG009475,CUST0027,FLT00396,2024-12-17,5,The new A330 fleet is really comfortable for the Paris route.,0.2682,positive,Premium Economy
REV000185,BKG007527,CUST0061,FLT00317,2024-12-12,2,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Economy
REV000186,BKG008902,CUST0179,FLT00372,2024-12-17,3,Narrow seat in economy on the long haul flight.,-0.125,neutral,Premium Economy
REV000187,BKG005576,CUST0131,FLT00235,2025-01-08,4,"Smooth flight, great legroom, will definitely fly again.",0.6667,positive,Premium Economy
REV000188,BKG005531,CUST0257,FLT00233,2024-12-24,1,"Excellent flight, very professional and attentive crew.",0.51,positive,Premium Economy
REV000189,BKG004414,CUST0208,FLT00186,2024-11-21,1,Three hour delay with no explanation. Customer service was nonexistent.,0.0,neutral,Premium Economy
REV000190,BKG003749,CUST0166,FLT00158,2024-11-26,2,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000191,BKG000664,CUST0198,FLT00028,2024-11-03,3,Staff was rude when I requested an upgrade at the gate.,-0.3,negative,Economy
REV000192,BKG001999,CUST0075,FLT00083,2024-12-17,4,The new A330 fleet is really comfortable for the Paris route.,0.2682,positive,Business
REV000193,BKG007995,CUST0044,FLT00335,2024-12-14,4,"Excellent flight, very professional and attentive crew.",0.51,positive,Economy
REV000194,BKG001496,CUST0017,FLT00062,2024-12-30,2,Three hour delay with no explanation. Customer service was nonexistent.,0.0,neutral,Economy
REV000195,BKG003305,CUST0029,FLT00139,2024-11-23,4,"Friendly staff, fast boarding, smooth experience overall.",0.2437,positive,Economy
REV000196,BKG003764,CUST0021,FLT00159,2024-12-02,4,The new A330 fleet is really comfortable for the Paris route.,0.2682,positive,Economy
REV000197,BKG005233,CUST0011,FLT00221,2024-11-26,5,45 minute delay at departure but courteous staff.,0.6,positive,Premium Economy
REV000198,BKG001854,CUST0075,FLT00078,2024-11-23,3,"Broken seat, faulty tray table, indifferent cabin crew.",-0.4,negative,Business
REV000199,BKG006586,CUST0022,FLT00277,2024-12-14,4,"Smooth flight, great legroom, will definitely fly again.",0.6667,positive,Economy
REV000200,BKG001292,CUST0289,FLT00054,2024-12-23,1,"Outstanding service on board, quality meal on the long haul flight.",0.225,positive,Economy
REV000201,BKG003582,CUST0112,FLT00151,2024-12-10,2,"Lost luggage, no response from customer service after 5 days.",0.0,neutral,Economy
REV000202,BKG007555,CUST0224,FLT00318,2024-12-09,1,Flight was overbooked and handling was chaotic and unprofessional.,0.0,neutral,Economy
REV000203,BKG007281,CUST0276,FLT00306,2024-11-24,4,"Acceptable experience, nothing stood out positively or negatively.",-0.3,negative,Economy
REV000204,BKG001637,CUST0059,FLT00068,2024-12-25,1,"Smooth flight, great legroom, will definitely fly again.",0.6667,positive,Economy
REV000205,BKG003697,CUST0165,FLT00156,2024-12-10,1,"Smooth flight, great legroom, will definitely fly again.",0.6667,positive,Economy
REV000206,BKG011192,CUST0278,FLT00469,2024-12-30,4,"Excellent flight, very professional and attentive crew.",0.51,positive,Economy
REV000207,BKG011345,CUST0090,FLT00475,2024-12-11,5,"On time, comfortable seats, I highly recommend Air Cote d'Ivoire.",0.28,positive,Economy
REV000208,BKG000699,CUST0016,FLT00029,2024-11-06,5,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Premium Economy
REV000209,BKG010353,CUST0024,FLT00433,2025-01-26,4,"Friendly staff, fast boarding, smooth experience overall.",0.2437,positive,Economy
REV000210,BKG004738,CUST0058,FLT00201,2025-01-02,3,Narrow seat in economy on the long haul flight.,-0.125,neutral,Economy
REV000211,BKG000855,CUST0028,FLT00036,2024-12-22,4,Narrow seat in economy on the long haul flight.,-0.125,neutral,Economy
REV000212,BKG008165,CUST0270,FLT00342,2025-01-11,2,Decent flight but nothing exceptional. Service could be improved.,0.4167,positive,Premium Economy
